document_id,file_path,file_name,extension,file_size_bytes,modified_time,detected_loader,load_status,character_count,token_estimate,document_title_guess,possible_domain_hints
doc_0023,C:\Work\Answer-Aware-parser\sample_corpus\dev\072057b32a9b61def14de83615f8a0e5.json,072057b32a9b61def14de83615f8a0e5.json,.json,68004,2026-07-01T23:04:23,json,loaded,119118,29780,{,"[""finance""]"
doc_0024,C:\Work\Answer-Aware-parser\sample_corpus\dev\072057b32a9b61def14de83615f8a0e5.pdf,072057b32a9b61def14de83615f8a0e5.pdf,.pdf,67915,2026-07-01T23:04:34,pdf,empty,0,0,%PDF-1.3,"[""general""]"
doc_0025,C:\Work\Answer-Aware-parser\sample_corpus\dev\07d61107df20d17a8b64eba82431c688.json,07d61107df20d17a8b64eba82431c688.json,.json,130133,2026-07-01T23:04:22,json,loaded,230817,57704,{,"[""general""]"
doc_0026,C:\Work\Answer-Aware-parser\sample_corpus\dev\07d61107df20d17a8b64eba82431c688.pdf,07d61107df20d17a8b64eba82431c688.pdf,.pdf,57678,2026-07-01T23:04:40,pdf,empty,0,0,%PDF-1.3,"[""general""]"
doc_0027,C:\Work\Answer-Aware-parser\sample_corpus\dev\087a56930baab9668c14df4cb1acf1d6.json,087a56930baab9668c14df4cb1acf1d6.json,.json,68475,2026-07-01T23:04:34,json,loaded,117956,29489,{,"[""finance""]"
doc_0028,C:\Work\Answer-Aware-parser\sample_corpus\dev\087a56930baab9668c14df4cb1acf1d6.pdf,087a56930baab9668c14df4cb1acf1d6.pdf,.pdf,139448,2026-07-01T23:04:17,pdf,empty,0,0,%PDF-1.3,"[""general""]"
doc_0029,C:\Work\Answer-Aware-parser\sample_corpus\dev\08d181cb5431f91d9495afa4989d0906.json,08d181cb5431f91d9495afa4989d0906.json,.json,182226,2026-07-01T23:04:33,json,loaded,318626,79656,{,"[""general""]"
doc_0030,C:\Work\Answer-Aware-parser\sample_corpus\dev\08d181cb5431f91d9495afa4989d0906.pdf,08d181cb5431f91d9495afa4989d0906.pdf,.pdf,58386,2026-07-01T23:04:19,pdf,empty,0,0,%PDF-1.3,"[""general""]"
doc_0031,C:\Work\Answer-Aware-parser\sample_corpus\dev\09a6000ccf5038981fb89ae406302262.json,09a6000ccf5038981fb89ae406302262.json,.json,137863,2026-07-01T23:04:43,json,loaded,235444,58861,{,"[""general""]"
doc_0032,C:\Work\Answer-Aware-parser\sample_corpus\dev\09a6000ccf5038981fb89ae406302262.pdf,09a6000ccf5038981fb89ae406302262.pdf,.pdf,273095,2026-07-01T23:04:17,pdf,empty,0,0,%PDF-1.3,"[""general""]"
doc_0033,C:\Work\Answer-Aware-parser\sample_corpus\dev\0ba33bc0610e557810de948f4248719e.json,0ba33bc0610e557810de948f4248719e.json,.json,74073,2026-07-01T23:04:42,json,loaded,130170,32542,{,"[""finance""]"
doc_0034,C:\Work\Answer-Aware-parser\sample_corpus\dev\0ba33bc0610e557810de948f4248719e.pdf,0ba33bc0610e557810de948f4248719e.pdf,.pdf,84848,2026-07-01T23:04:32,pdf,empty,0,0,%PDF-1.3,"[""general""]"
doc_0035,C:\Work\Answer-Aware-parser\sample_corpus\dev\0cf6769516cf2a245aaed5fcf2bd9c21.json,0cf6769516cf2a245aaed5fcf2bd9c21.json,.json,35946,2026-07-01T23:04:18,json,loaded,59418,14854,{,"[""general""]"
doc_0036,C:\Work\Answer-Aware-parser\sample_corpus\dev\0cf6769516cf2a245aaed5fcf2bd9c21.pdf,0cf6769516cf2a245aaed5fcf2bd9c21.pdf,.pdf,123401,2026-07-01T23:04:37,pdf,empty,0,0,%PDF-1.3,"[""general""]"
doc_0037,C:\Work\Answer-Aware-parser\sample_corpus\dev\0e2b9dbc14940f49d225762ca8970f03.json,0e2b9dbc14940f49d225762ca8970f03.json,.json,56852,2026-07-01T23:04:20,json,loaded,90028,22507,{,"[""general""]"
doc_0038,C:\Work\Answer-Aware-parser\sample_corpus\dev\0e2b9dbc14940f49d225762ca8970f03.pdf,0e2b9dbc14940f49d225762ca8970f03.pdf,.pdf,470446,2026-07-01T23:04:44,pdf,empty,0,0,%PDF-1.3,"[""general""]"
doc_0039,C:\Work\Answer-Aware-parser\sample_corpus\dev\11ba155b7577c83fe5f3c4f766039e93.json,11ba155b7577c83fe5f3c4f766039e93.json,.json,108501,2026-07-01T23:04:27,json,loaded,185617,46404,{,"[""general""]"
doc_0040,C:\Work\Answer-Aware-parser\sample_corpus\dev\11ba155b7577c83fe5f3c4f766039e93.pdf,11ba155b7577c83fe5f3c4f766039e93.pdf,.pdf,62747,2026-07-01T23:04:23,pdf,empty,0,0,%PDF-1.3,"[""general""]"
doc_0041,C:\Work\Answer-Aware-parser\sample_corpus\dev\13c5057e813cedb2666f3422749a2070.json,13c5057e813cedb2666f3422749a2070.json,.json,83451,2026-07-01T23:04:32,json,loaded,148317,37079,{,"[""general""]"
doc_0042,C:\Work\Answer-Aware-parser\sample_corpus\dev\13c5057e813cedb2666f3422749a2070.pdf,13c5057e813cedb2666f3422749a2070.pdf,.pdf,42096,2026-07-01T23:04:40,pdf,empty,0,0,%PDF-1.3,"[""general""]"
doc_0043,C:\Work\Answer-Aware-parser\sample_corpus\dev\157f7e96347013c41825141c4e9e75d9.json,157f7e96347013c41825141c4e9e75d9.json,.json,100287,2026-07-01T23:04:20,json,loaded,177696,44424,{,"[""general""]"
doc_0044,C:\Work\Answer-Aware-parser\sample_corpus\dev\157f7e96347013c41825141c4e9e75d9.pdf,157f7e96347013c41825141c4e9e75d9.pdf,.pdf,92820,2026-07-01T23:04:27,pdf,empty,0,0,%PDF-1.3,"[""general""]"
doc_0045,C:\Work\Answer-Aware-parser\sample_corpus\dev\1596b597b42a2ac41d2f489f4a10eff6.json,1596b597b42a2ac41d2f489f4a10eff6.json,.json,75327,2026-07-01T23:04:21,json,loaded,124171,31043,{,"[""general""]"
doc_0046,C:\Work\Answer-Aware-parser\sample_corpus\dev\1596b597b42a2ac41d2f489f4a10eff6.pdf,1596b597b42a2ac41d2f489f4a10eff6.pdf,.pdf,48432,2026-07-01T23:04:20,pdf,empty,0,0,%PDF-1.3,"[""general""]"
doc_0047,C:\Work\Answer-Aware-parser\sample_corpus\dev\16662d6aec2ae9b193717adf03278ad9.json,16662d6aec2ae9b193717adf03278ad9.json,.json,78292,2026-07-01T23:04:27,json,loaded,130559,32640,{,"[""general""]"
doc_0048,C:\Work\Answer-Aware-parser\sample_corpus\dev\16662d6aec2ae9b193717adf03278ad9.pdf,16662d6aec2ae9b193717adf03278ad9.pdf,.pdf,901646,2026-07-01T23:04:18,pdf,empty,0,0,%PDF-1.3,"[""general""]"
doc_0049,C:\Work\Answer-Aware-parser\sample_corpus\dev\168d8b4e350cd1466e20530e331c8765.json,168d8b4e350cd1466e20530e331c8765.json,.json,192644,2026-07-01T23:04:35,json,loaded,345586,86396,{,"[""finance""]"
doc_0050,C:\Work\Answer-Aware-parser\sample_corpus\dev\168d8b4e350cd1466e20530e331c8765.pdf,168d8b4e350cd1466e20530e331c8765.pdf,.pdf,53290,2026-07-01T23:04:36,pdf,empty,0,0,%PDF-1.3,"[""general""]"
doc_0051,C:\Work\Answer-Aware-parser\sample_corpus\dev\17b157279164a85dd09c7500bec8174c.json,17b157279164a85dd09c7500bec8174c.json,.json,218690,2026-07-01T23:04:41,json,loaded,356002,89000,{,"[""finance""]"
doc_0052,C:\Work\Answer-Aware-parser\sample_corpus\dev\17b157279164a85dd09c7500bec8174c.pdf,17b157279164a85dd09c7500bec8174c.pdf,.pdf,177580,2026-07-01T23:04:21,pdf,empty,0,0,%PDF-1.3,"[""general""]"
doc_0053,C:\Work\Answer-Aware-parser\sample_corpus\dev\19b2d85c60a1fe383e066d90c64cb7c2.json,19b2d85c60a1fe383e066d90c64cb7c2.json,.json,75783,2026-07-01T23:04:28,json,loaded,127954,31988,{,"[""general""]"
doc_0054,C:\Work\Answer-Aware-parser\sample_corpus\dev\19b2d85c60a1fe383e066d90c64cb7c2.pdf,19b2d85c60a1fe383e066d90c64cb7c2.pdf,.pdf,74624,2026-07-01T23:04:35,pdf,empty,0,0,%PDF-1.3,"[""general""]"
doc_0055,C:\Work\Answer-Aware-parser\sample_corpus\dev\1ab00922b8ffb4c7d4ae5dea80f45637.json,1ab00922b8ffb4c7d4ae5dea80f45637.json,.json,98888,2026-07-01T23:04:42,json,loaded,167896,41974,{,"[""general""]"
doc_0056,C:\Work\Answer-Aware-parser\sample_corpus\dev\1ab00922b8ffb4c7d4ae5dea80f45637.pdf,1ab00922b8ffb4c7d4ae5dea80f45637.pdf,.pdf,1805976,2026-07-01T23:04:40,pdf,empty,0,0,%PDF-1.3,"[""general""]"
doc_0057,C:\Work\Answer-Aware-parser\sample_corpus\dev\1ac0f01d143b3789807888da03560a51.json,1ac0f01d143b3789807888da03560a51.json,.json,122388,2026-07-01T23:04:21,json,loaded,214837,53709,{,"[""general""]"
doc_0058,C:\Work\Answer-Aware-parser\sample_corpus\dev\1ac0f01d143b3789807888da03560a51.pdf,1ac0f01d143b3789807888da03560a51.pdf,.pdf,46448,2026-07-01T23:04:21,pdf,empty,0,0,%PDF-1.3,"[""general""]"
doc_0059,C:\Work\Answer-Aware-parser\sample_corpus\dev\1b54b462b06a8786c7b0b63587f93122.json,1b54b462b06a8786c7b0b63587f93122.json,.json,78746,2026-07-01T23:04:33,json,loaded,130229,32557,{,"[""general""]"
doc_0060,C:\Work\Answer-Aware-parser\sample_corpus\dev\1b54b462b06a8786c7b0b63587f93122.pdf,1b54b462b06a8786c7b0b63587f93122.pdf,.pdf,7082348,2026-07-01T23:04:34,pdf,empty,0,0,%PDF-1.3,"[""general""]"
doc_0061,C:\Work\Answer-Aware-parser\sample_corpus\dev\1bc7c4c0b8933692dec5dbad014984d5.json,1bc7c4c0b8933692dec5dbad014984d5.json,.json,91144,2026-07-01T23:04:22,json,loaded,157177,39294,{,"[""finance"", ""security""]"
doc_0062,C:\Work\Answer-Aware-parser\sample_corpus\dev\1bc7c4c0b8933692dec5dbad014984d5.pdf,1bc7c4c0b8933692dec5dbad014984d5.pdf,.pdf,38925,2026-07-01T23:04:35,pdf,empty,0,0,%PDF-1.3,"[""general""]"
doc_0063,C:\Work\Answer-Aware-parser\sample_corpus\dev\1c5aaf3f3c28e0d325567ae8c3f7b230.json,1c5aaf3f3c28e0d325567ae8c3f7b230.json,.json,96071,2026-07-01T23:04:43,json,loaded,151452,37863,{,"[""general""]"
doc_0064,C:\Work\Answer-Aware-parser\sample_corpus\dev\1c5aaf3f3c28e0d325567ae8c3f7b230.pdf,1c5aaf3f3c28e0d325567ae8c3f7b230.pdf,.pdf,53096,2026-07-01T23:04:41,pdf,empty,0,0,%PDF-1.3,"[""general""]"
doc_0065,C:\Work\Answer-Aware-parser\sample_corpus\dev\1dcc49e0d122ddd39f5df46093f57e4d.json,1dcc49e0d122ddd39f5df46093f57e4d.json,.json,39533,2026-07-01T23:04:35,json,loaded,66752,16688,{,"[""finance""]"
doc_0066,C:\Work\Answer-Aware-parser\sample_corpus\dev\1dcc49e0d122ddd39f5df46093f57e4d.pdf,1dcc49e0d122ddd39f5df46093f57e4d.pdf,.pdf,29559,2026-07-01T23:04:44,pdf,empty,0,0,%PDF-1.3,"[""general""]"
doc_0067,C:\Work\Answer-Aware-parser\sample_corpus\dev\1df5c844392a7823c038c5b8f0cec73d.json,1df5c844392a7823c038c5b8f0cec73d.json,.json,64682,2026-07-01T23:04:19,json,loaded,106252,26563,{,"[""general""]"
doc_0068,C:\Work\Answer-Aware-parser\sample_corpus\dev\1df5c844392a7823c038c5b8f0cec73d.pdf,1df5c844392a7823c038c5b8f0cec73d.pdf,.pdf,123905,2026-07-01T23:04:17,pdf,empty,0,0,%PDF-1.3,"[""general""]"
doc_0069,C:\Work\Answer-Aware-parser\sample_corpus\dev\1f5c09a7575587beff235fac23ebb8df.json,1f5c09a7575587beff235fac23ebb8df.json,.json,108361,2026-07-01T23:04:13,json,loaded,185228,46307,{,"[""general""]"
doc_0070,C:\Work\Answer-Aware-parser\sample_corpus\dev\1f5c09a7575587beff235fac23ebb8df.pdf,1f5c09a7575587beff235fac23ebb8df.pdf,.pdf,59192,2026-07-01T23:04:32,pdf,empty,0,0,%PDF-1.3,"[""general""]"
doc_0071,C:\Work\Answer-Aware-parser\sample_corpus\dev\1f796e0f4ee185b27fd21159bc6a1924.json,1f796e0f4ee185b27fd21159bc6a1924.json,.json,88315,2026-07-01T23:04:16,json,loaded,150049,37512,{,"[""finance""]"
doc_0072,C:\Work\Answer-Aware-parser\sample_corpus\dev\1f796e0f4ee185b27fd21159bc6a1924.pdf,1f796e0f4ee185b27fd21159bc6a1924.pdf,.pdf,11587775,2026-07-01T23:04:42,pdf,empty,0,0,%PDF-1.3,"[""general""]"
doc_0073,C:\Work\Answer-Aware-parser\sample_corpus\dev\2009586d63ade28440dc11adb95fff14.json,2009586d63ade28440dc11adb95fff14.json,.json,93354,2026-07-01T23:04:16,json,loaded,161360,40340,{,"[""general""]"
doc_0074,C:\Work\Answer-Aware-parser\sample_corpus\dev\2009586d63ade28440dc11adb95fff14.pdf,2009586d63ade28440dc11adb95fff14.pdf,.pdf,75480,2026-07-01T23:04:32,pdf,empty,0,0,%PDF-1.3,"[""general""]"
doc_0075,C:\Work\Answer-Aware-parser\sample_corpus\dev\2213379a66c4432592ef7375092347ce.json,2213379a66c4432592ef7375092347ce.json,.json,165024,2026-07-01T23:04:30,json,loaded,292982,73246,{,"[""general""]"
doc_0076,C:\Work\Answer-Aware-parser\sample_corpus\dev\2213379a66c4432592ef7375092347ce.pdf,2213379a66c4432592ef7375092347ce.pdf,.pdf,129776,2026-07-01T23:04:15,pdf,empty,0,0,%PDF-1.3,"[""general""]"
doc_0077,C:\Work\Answer-Aware-parser\sample_corpus\dev\22e7b4ba01193bc92fd431cd5aa4fbd5.json,22e7b4ba01193bc92fd431cd5aa4fbd5.json,.json,106822,2026-07-01T23:04:38,json,loaded,189025,47256,{,"[""finance""]"
doc_0078,C:\Work\Answer-Aware-parser\sample_corpus\dev\22e7b4ba01193bc92fd431cd5aa4fbd5.pdf,22e7b4ba01193bc92fd431cd5aa4fbd5.pdf,.pdf,29558,2026-07-01T23:04:36,pdf,empty,0,0,%PDF-1.3,"[""general""]"
doc_0079,C:\Work\Answer-Aware-parser\sample_corpus\dev\2385630b7fc9cda435bcc112729ce455.json,2385630b7fc9cda435bcc112729ce455.json,.json,93227,2026-07-01T23:04:27,json,loaded,157889,39472,{,"[""general""]"
doc_0080,C:\Work\Answer-Aware-parser\sample_corpus\dev\2385630b7fc9cda435bcc112729ce455.pdf,2385630b7fc9cda435bcc112729ce455.pdf,.pdf,45357,2026-07-01T23:04:26,pdf,empty,0,0,%PDF-1.3,"[""general""]"
doc_0081,C:\Work\Answer-Aware-parser\sample_corpus\dev\23c221a22dd69ef8fb163f78614aa1d6.json,23c221a22dd69ef8fb163f78614aa1d6.json,.json,158503,2026-07-01T23:04:26,json,loaded,267272,66818,{,"[""general""]"
doc_0082,C:\Work\Answer-Aware-parser\sample_corpus\dev\23c221a22dd69ef8fb163f78614aa1d6.pdf,23c221a22dd69ef8fb163f78614aa1d6.pdf,.pdf,85435,2026-07-01T23:04:15,pdf,empty,0,0,%PDF-1.3,"[""general""]"
doc_0083,C:\Work\Answer-Aware-parser\sample_corpus\dev\249a345bb86b13642427834d02363ff8.json,249a345bb86b13642427834d02363ff8.json,.json,96376,2026-07-01T23:04:18,json,loaded,165493,41373,{,"[""general""]"
doc_0084,C:\Work\Answer-Aware-parser\sample_corpus\dev\249a345bb86b13642427834d02363ff8.pdf,249a345bb86b13642427834d02363ff8.pdf,.pdf,2554937,2026-07-01T23:04:35,pdf,empty,0,0,%PDF-1.3,"[""general""]"
doc_0085,C:\Work\Answer-Aware-parser\sample_corpus\dev\24cdb867060b85c3bae91de86f56562a.json,24cdb867060b85c3bae91de86f56562a.json,.json,97796,2026-07-01T23:04:19,json,loaded,168798,42200,{,"[""finance""]"
doc_0086,C:\Work\Answer-Aware-parser\sample_corpus\dev\24cdb867060b85c3bae91de86f56562a.pdf,24cdb867060b85c3bae91de86f56562a.pdf,.pdf,109858,2026-07-01T23:04:30,pdf,empty,0,0,%PDF-1.3,"[""general""]"
doc_0087,C:\Work\Answer-Aware-parser\sample_corpus\dev\273642694aa288fdb17b1f7de9957eaf.json,273642694aa288fdb17b1f7de9957eaf.json,.json,205421,2026-07-01T23:04:17,json,loaded,361623,90406,{,"[""general""]"
doc_0088,C:\Work\Answer-Aware-parser\sample_corpus\dev\273642694aa288fdb17b1f7de9957eaf.pdf,273642694aa288fdb17b1f7de9957eaf.pdf,.pdf,101649,2026-07-01T23:04:36,pdf,empty,0,0,%PDF-1.3,"[""general""]"
doc_0089,C:\Work\Answer-Aware-parser\sample_corpus\dev\280cb2e157d1e8b4586809fb14861f04.json,280cb2e157d1e8b4586809fb14861f04.json,.json,148135,2026-07-01T23:04:29,json,loaded,249929,62482,{,"[""general""]"
doc_0090,C:\Work\Answer-Aware-parser\sample_corpus\dev\280cb2e157d1e8b4586809fb14861f04.pdf,280cb2e157d1e8b4586809fb14861f04.pdf,.pdf,183338,2026-07-01T23:04:32,pdf,empty,0,0,%PDF-1.3,"[""general""]"
doc_0091,C:\Work\Answer-Aware-parser\sample_corpus\dev\28748dee88f1ea514d2bbdf1b48e792b.json,28748dee88f1ea514d2bbdf1b48e792b.json,.json,45960,2026-07-01T23:04:36,json,loaded,70369,17592,{,"[""general""]"
doc_0092,C:\Work\Answer-Aware-parser\sample_corpus\dev\28748dee88f1ea514d2bbdf1b48e792b.pdf,28748dee88f1ea514d2bbdf1b48e792b.pdf,.pdf,38614,2026-07-01T23:04:14,pdf,empty,0,0,%PDF-1.3,"[""general""]"
doc_0093,C:\Work\Answer-Aware-parser\sample_corpus\dev\28e25b9bfae0cd7a2ba2fd0a90c194e3.json,28e25b9bfae0cd7a2ba2fd0a90c194e3.json,.json,90869,2026-07-01T23:04:35,json,loaded,159856,39964,{,"[""general""]"
doc_0094,C:\Work\Answer-Aware-parser\sample_corpus\dev\28e25b9bfae0cd7a2ba2fd0a90c194e3.pdf,28e25b9bfae0cd7a2ba2fd0a90c194e3.pdf,.pdf,138753,2026-07-01T23:04:14,pdf,empty,0,0,%PDF-1.3,"[""general""]"
doc_0095,C:\Work\Answer-Aware-parser\sample_corpus\dev\29a89d83a0f88569882adf0c969d385c.json,29a89d83a0f88569882adf0c969d385c.json,.json,81488,2026-07-01T23:04:31,json,loaded,145854,36464,{,"[""general""]"
doc_0096,C:\Work\Answer-Aware-parser\sample_corpus\dev\29a89d83a0f88569882adf0c969d385c.pdf,29a89d83a0f88569882adf0c969d385c.pdf,.pdf,123813,2026-07-01T23:04:14,pdf,empty,0,0,%PDF-1.3,"[""general""]"
doc_0097,C:\Work\Answer-Aware-parser\sample_corpus\dev\2b9d89e7dacd3fe91ff1114d740c3353.json,2b9d89e7dacd3fe91ff1114d740c3353.json,.json,65965,2026-07-01T23:04:38,json,loaded,114485,28621,{,"[""general""]"
doc_0098,C:\Work\Answer-Aware-parser\sample_corpus\dev\2b9d89e7dacd3fe91ff1114d740c3353.pdf,2b9d89e7dacd3fe91ff1114d740c3353.pdf,.pdf,73596,2026-07-01T23:04:19,pdf,empty,0,0,%PDF-1.3,"[""general""]"
doc_0099,C:\Work\Answer-Aware-parser\sample_corpus\dev\2ca7befd8512a6a28ea3a8e3c4cf164d.json,2ca7befd8512a6a28ea3a8e3c4cf164d.json,.json,91172,2026-07-01T23:04:26,json,loaded,153365,38341,{,"[""general""]"
doc_0100,C:\Work\Answer-Aware-parser\sample_corpus\dev\2ca7befd8512a6a28ea3a8e3c4cf164d.pdf,2ca7befd8512a6a28ea3a8e3c4cf164d.pdf,.pdf,63636,2026-07-01T23:04:43,pdf,empty,0,0,%PDF-1.3,"[""general""]"
doc_0101,C:\Work\Answer-Aware-parser\sample_corpus\dev\2d0a18481b593ddb25ad895e642c8b6c.json,2d0a18481b593ddb25ad895e642c8b6c.json,.json,50659,2026-07-01T23:04:24,json,loaded,81023,20256,{,"[""general""]"
doc_0102,C:\Work\Answer-Aware-parser\sample_corpus\dev\2d0a18481b593ddb25ad895e642c8b6c.pdf,2d0a18481b593ddb25ad895e642c8b6c.pdf,.pdf,84743,2026-07-01T23:04:42,pdf,empty,0,0,%PDF-1.3,"[""general""]"
doc_0103,C:\Work\Answer-Aware-parser\sample_corpus\dev\2d440dca7029c64e7642bbc45e4cc906.json,2d440dca7029c64e7642bbc45e4cc906.json,.json,42825,2026-07-01T23:04:16,json,loaded,71472,17868,{,"[""general""]"
doc_0104,C:\Work\Answer-Aware-parser\sample_corpus\dev\2d440dca7029c64e7642bbc45e4cc906.pdf,2d440dca7029c64e7642bbc45e4cc906.pdf,.pdf,42611,2026-07-01T23:04:36,pdf,empty,0,0,%PDF-1.3,"[""general""]"
doc_0105,C:\Work\Answer-Aware-parser\sample_corpus\dev\2de1d99e49d6bebc2af2ae5575dc3868.json,2de1d99e49d6bebc2af2ae5575dc3868.json,.json,68001,2026-07-01T23:04:38,json,loaded,109061,27265,{,"[""general""]"
doc_0106,C:\Work\Answer-Aware-parser\sample_corpus\dev\2de1d99e49d6bebc2af2ae5575dc3868.pdf,2de1d99e49d6bebc2af2ae5575dc3868.pdf,.pdf,48673,2026-07-01T23:04:27,pdf,empty,0,0,%PDF-1.3,"[""general""]"
doc_0107,C:\Work\Answer-Aware-parser\sample_corpus\dev\2e3e1ea3ff290691d447b7a7c59096e4.json,2e3e1ea3ff290691d447b7a7c59096e4.json,.json,65332,2026-07-01T23:04:21,json,loaded,110991,27748,{,"[""general""]"
doc_0108,C:\Work\Answer-Aware-parser\sample_corpus\dev\2e3e1ea3ff290691d447b7a7c59096e4.pdf,2e3e1ea3ff290691d447b7a7c59096e4.pdf,.pdf,134991,2026-07-01T23:04:26,pdf,empty,0,0,%PDF-1.3,"[""general""]"
